scenario,run-number,value,final,min,max,mean,ticks
A,28,attack-rate,0,0,6.25,5.965909091,43
A,28,sum [overall-infection] of turtles,2,0,2,1.318181818,43
A,28,sum [forest-infected] of turtles,0,0,0,0,43
A,28,sum [HDR-infected] of turtles,1,0,1,0.636363636,43
A,28,sum [MDR-infected] of turtles,1,0,1,0.681818182,43
A,28,sum [natural-infected] of turtles,0,0,0,0,43
A,28,sum [road-infected] of turtles,0,0,0,0,43
A,28,sum [forest-edge-infected] of turtles,0,0,0,0,43
A,28,sum [industrial-infected] of turtles,0,0,0,0,43
A,28,sum [institutional-infected] of turtles,0,0,0,0,43
A,28,sum [commercial-infected] of turtles,0,0,0,0,43
A,28,sum [landscaped-green-area-infected] of turtles,0,0,0,0,43
A,29,R0-SEI,3.4375,0,5.8125,4.15739507,1500
A,29,attack-rate,87.5,0,100,71.61892072,1500
A,29,sum [overall-infection] of turtles,740,0,740,363.811459,1500
A,29,sum [forest-infected] of turtles,194,0,194,90.33844104,1500
A,29,sum [HDR-infected] of turtles,65,0,65,36.83011326,1500
A,29,sum [MDR-infected] of turtles,243,0,243,118.1898734,1500
A,29,sum [natural-infected] of turtles,0,0,0,0,1500
A,29,sum [road-infected] of turtles,45,0,45,22.60093271,1500
A,29,sum [forest-edge-infected] of turtles,53,0,53,25.08927382,1500
A,29,sum [industrial-infected] of turtles,0,0,0,0,1500
A,29,sum [institutional-infected] of turtles,64,0,64,32.78747502,1500
A,29,sum [commercial-infected] of turtles,39,0,39,16.64556962,1500
A,29,sum [landscaped-green-area-infected] of turtles,37,0,37,21.32978015,1500
A,30,R0-SEI,5.5,0,7.125,4.708944037,1500
A,30,attack-rate,81.25,0,93.75,69.7826449,1500
A,30,sum [overall-infection] of turtles,815,0,815,396.1419054,1500
A,30,sum [forest-infected] of turtles,219,0,219,108.3031312,1500
A,30,sum [HDR-infected] of turtles,94,0,94,48.70153231,1500
A,30,sum [MDR-infected] of turtles,241,0,241,113.0346436,1500
A,30,sum [natural-infected] of turtles,0,0,0,0,1500
A,30,sum [road-infected] of turtles,24,0,24,11.04263824,1500
